FakeNN JSON Name,M,N,K,m,n,k,JSON Name,remainderTiles,Space Needed in L1,Row Dim,tileB_cc,Reduction Dim,tileA,tileB,tileC_cc,tileA_cc,Space Remaining,tileC,m Dim,Weight Matrix Tile Size,m_tiles,n_tiles,k_tiles,SSR Config Count,Regular Loads,Total CL Tiles,oldRegPerStream,mPrime Little VecMat Runs,mPrime UnrollAndJam Loop Iters,mPrime HW Loop Iters,mPrime HW Loop Body Size,mPrime,mHat Little VecMat Runs,mHat UnrollAndJam Loop Iters,mHat HW Loop Iters,mHat HW Loop Body Size,mHat,L3 Loads,L3 Stores,A',SSR Loads,HW Loops,FMADDs,MULs,FMADDsMULs,SSR Loads per HW Loop,HW Loops / SSR Loads per HW Loop,A'',B',C'',CC Tile Size,A''/ B',(A''+ B') / C'',m'_sz / k_size,n'_sz / k_size,myRegPerStream,HW Loops / SSR Loads,A Not Reused SSR Loads,A SSR Reuse Loads,A SSR Start Reuse Loads,B SSR Loads,A SSR Loads,Core : A SSR Reuse Loads,Reused / Total SSR Loads,Total SSR Loads,FMADDsPerCore,Avg A'',Avg B',Avg C'',Avg CC Tile Size,Avg (A''+ B') / C'',Avg L3 Loads,Avg L3 Stores,Avg A''/ B',Avg A',Avg m'_sz / k_size,Avg n'_sz / k_size
128x128x128w23-24-36,128,128,128,23,24,36,23-24-36,MNK,35904,24,6912,36,6624,6912,384,576,64096,4416,23,13824,6,6,4,1152,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,17.066666666666666,98304,786432,65536,950272,170.66666666666669,17152.0,102.4,819.2,136.53333333333333,136.53333333333333,262144.0,1835008.0,262144.0,2097152.0,2097152.0,0.9989417989417989,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,14.88888888888889,1365.3333333333333,455.1111111111111,0.14814814814814817,682.6666666666666,0.08888888888888889,0.7111111111111111
128x128x128w23-24-33,128,128,128,23,24,33,23-24-33,MNK,33648,24,6336,33,6072,6336,384,528,66352,4416,23,12672,6,6,4,1152,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,16.05015673981191,98304,786432,65536,950272,170.66666666666669,17152.0,96.30094043887148,770.4075235109719,128.40125391849529,128.40125391849529,262144.0,1835008.0,262144.0,2097152.0,2097152.0,0.9394436980643878,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,14.88888888888889,1365.3333333333333,455.1111111111111,0.14814814814814817,682.6666666666666,0.08359456635318704,0.6687565308254965
128x128x128w23-24-34,128,128,128,23,24,34,23-24-34,MNK,34400,24,6528,34,6256,6528,384,544,65600,4416,23,13056,6,6,4,1152,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,16.217194570135746,98304,786432,65536,950272,170.66666666666669,17152.0,97.30316742081449,778.4253393665158,129.73755656108597,129.73755656108597,262144.0,1835008.0,262144.0,2097152.0,2097152.0,0.9492207139265963,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,14.88888888888889,1365.3333333333333,455.1111111111111,0.14814814814814817,682.6666666666666,0.08446455505279035,0.6757164404223227
128x128x128w23-24-35,128,128,128,23,24,35,23-24-35,MNK,35152,24,6720,35,6440,6720,384,560,64848,4416,23,13440,6,6,4,1152,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,16.53664596273292,98304,786432,65536,950272,170.66666666666669,17152.0,99.2198757763975,793.7590062111801,132.29316770186335,132.29316770186335,262144.0,1835008.0,262144.0,2097152.0,2097152.0,0.9679187617075816,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,14.88888888888889,1365.3333333333333,455.1111111111111,0.14814814814814817,682.6666666666666,0.08612836438923394,0.6890269151138716
128x128x128w21-24-38,128,128,128,21,24,38,21-24-38,MNK,35424,24,7296,38,6384,7296,384,608,64576,4032,21,14592,7,6,4,1200,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,614400,19.24812030075188,98304,819200,65536,983040,170.66666666666666,18261.333333333332,115.48872180451126,962.4060150375938,152.18045112781957,153.98496240601503,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.2030075187969924,525.0,4194304.0,1693.0133333333333,81.92,682.6666666666666,54.61333333333334,819.2,15.217777777777776,1267.8095238095239,390.0952380952381,0.14222222222222222,585.1428571428571,0.09624060150375938,0.8020050125313282
128x128x128w24-24-32,128,128,128,24,24,32,24-24-32,MN0,33792,24,6144,32,6144,6144,576,768,66208,4608,24,12288,6,6,4,1152,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,16.0,98304,786432,65536,950272,170.66666666666666,18432.0,96.0,768.0,128.0,128.0,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.0158730158730158,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,16.0,1365.3333333333333,455.1111111111111,0.14814814814814814,682.6666666666666,0.08333333333333333,0.6666666666666666
128x128x128w20-24-40,128,128,128,20,24,40,20-24-40,MNK,35840,24,7680,40,6400,7680,384,640,64160,3840,20,15360,7,6,4,1344,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,688128,25.6,98304,917504,65536,1081344,170.66666666666666,23893.333333333332,153.6,1433.6,204.8,204.8,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.1333333333333333,588.0,4194304.0,1511.6190476190477,73.14285714285714,682.6666666666666,48.76190476190476,804.5714285714286,17.77777777777778,1267.8095238095239,390.0952380952381,0.12698412698412698,585.1428571428571,0.11428571428571428,1.0666666666666667
128x128x128w20-24-41,128,128,128,20,24,41,20-24-41,MNK,36544,24,7872,41,6560,7872,384,656,63456,3840,20,15744,7,6,4,1344,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,688128,34.96585365853659,98304,917504,65536,1081344,170.66666666666666,23893.333333333332,209.79512195121953,1958.0878048780487,279.7268292682927,279.7268292682927,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.9138211382113823,588.0,4194304.0,1511.6190476190477,73.14285714285714,682.6666666666666,48.76190476190476,804.5714285714286,17.77777777777778,1267.8095238095239,390.0952380952381,0.12698412698412698,585.1428571428571,0.15609756097560976,1.456910569105691
128x128x128w20-24-38,128,128,128,20,24,38,20-24-38,MNK,34432,24,7296,38,6080,7296,384,608,65568,3840,20,14592,7,6,4,1344,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,688128,19.248120300751875,98304,917504,65536,1081344,170.66666666666666,23893.333333333332,115.48872180451127,1077.8947368421052,153.984962406015,153.984962406015,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.6040100250626566,588.0,4194304.0,1511.6190476190477,73.14285714285714,682.6666666666666,48.76190476190476,804.5714285714286,17.77777777777778,1267.8095238095239,390.0952380952381,0.12698412698412698,585.1428571428571,0.08592910848549946,0.8020050125313283
128x128x128w21-24-37,128,128,128,21,24,37,21-24-37,MNK,34704,24,7104,37,6216,7104,384,592,65296,4032,21,14208,7,6,4,1200,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,614400,17.907790143084263,98304,819200,65536,983040,170.66666666666666,18261.333333333332,107.44674085850556,895.3895071542131,141.58346581875992,143.2623211446741,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.1192368839427662,525.0,4194304.0,1693.0133333333333,81.92,682.6666666666666,54.61333333333334,819.2,15.217777777777776,1267.8095238095239,390.0952380952381,0.14222222222222222,585.1428571428571,0.0895389507154213,0.7461579226285109
