FakeNN JSON Name,M,N,K,m,n,k,JSON Name,remainderTiles,Space Needed in L1,Row Dim,tileB_cc,Reduction Dim,tileA,tileB,tileC_cc,tileA_cc,Space Remaining,tileC,m Dim,Weight Matrix Tile Size,m_tiles,n_tiles,k_tiles,SSR Config Count,Regular Loads,Total CL Tiles,oldRegPerStream,mPrime Little VecMat Runs,mPrime UnrollAndJam Loop Iters,mPrime HW Loop Iters,mPrime HW Loop Body Size,mPrime,mHat Little VecMat Runs,mHat UnrollAndJam Loop Iters,mHat HW Loop Iters,mHat HW Loop Body Size,mHat,L3 Loads,L3 Stores,A',SSR Loads,HW Loops,FMADDs,MULs,FMADDsMULs,SSR Loads per HW Loop,HW Loops / SSR Loads per HW Loop,A'',B',C'',CC Tile Size,A''/ B',(A''+ B') / C'',m'_sz / k_size,n'_sz / k_size,myRegPerStream,HW Loops / SSR Loads,A Not Reused SSR Loads,A SSR Reuse Loads,A SSR Start Reuse Loads,B SSR Loads,A SSR Loads,Core : A SSR Reuse Loads,Reused / Total SSR Loads,Total SSR Loads,FMADDsPerCore,Avg A'',Avg B',Avg C'',Avg CC Tile Size,Avg (A''+ B') / C'',Avg L3 Loads,Avg L3 Stores,Avg A''/ B',Avg A',Avg m'_sz / k_size,Avg n'_sz / k_size
128x128x128w25-24-38,128,128,128,25,24,38,25-24-38,MNK,39392,24,7296,38,7600,7296,576,912,60608,4800,25,14592,6,6,4,1032,0,144,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,528384,19.24812030075188,98304,704512,65536,868352,170.66666666666669,14058.666666666668,115.48872180451127,827.6691729323308,151.7293233082707,153.98496240601503,262144.0,1835008.0,262144.0,2097152.0,2097152.0,0.9118033178183553,451.5,4194304.0,1968.6201550387598,95.25581395348837,682.6666666666666,63.50387596899225,841.4263565891473,13.622739018087856,1365.3333333333333,455.1111111111111,0.165374677002584,682.6666666666666,0.11190767616716209,0.8020050125313283
128x128x128w23-24-41,128,128,128,23,24,41,23-24-41,MNK,39664,24,7872,41,7544,7872,384,656,60336,4416,23,15744,6,6,4,1152,0,144,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,589824,34.965853658536595,98304,786432,65536,950272,170.66666666666669,17152.0,209.7951219512195,1678.3609756097562,279.72682926829276,279.72682926829276,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.0466124661246616,504.0,4194304.0,1763.5555555555557,85.33333333333333,682.6666666666666,56.888888888888886,824.8888888888889,14.88888888888889,1365.3333333333333,455.1111111111111,0.14814814814814817,682.6666666666666,0.18211382113821137,1.4569105691056912
128x128x128w16-16-37,128,128,128,16,16,37,16-16-37,00K,23040,16,4736,37,4736,4736,256,592,76960,2048,16,9472,8,8,4,2048,0,256,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262144,65536,131072,4194304.0,8192.0,2031616,65536.0,2097152.0,1048576,17.907790143084263,131072,1048576,65536,1245184,256.0,36864.0,143.2623211446741,1146.0985691573928,143.2623211446741,143.2623211446741,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.5582557347263233,896.0,4194304.0,992.0,64.0,512.0,32.0,608.0,18.0,1024.0,256.0,0.125,512.0,0.0699523052464229,0.5596184419713832
128x128x128w25-24-39,128,128,128,25,24,39,25-24-39,MNK,40176,24,7488,39,7800,7488,576,936,59824,4800,25,14976,6,6,4,1032,0,144,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196608,65536,98304,4194304.0,8192.0,2031616,65536.0,2097152.0,528384,21.48251748251748,98304,704512,65536,868352,170.66666666666669,14058.666666666668,128.8951048951049,923.7482517482517,169.34265734265736,171.86013986013984,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.0176490176490176,451.5,4194304.0,1968.6201550387598,95.25581395348837,682.6666666666666,63.50387596899225,841.4263565891473,13.622739018087856,1365.3333333333333,455.1111111111111,0.165374677002584,682.6666666666666,0.12489835745649701,0.8951048951048951
128x128x128w15-32-31,128,128,128,15,32,31,15-32-31,M0K,30992,32,7936,31,3720,7936,256,248,69008,3840,15,15872,9,4,5,1440,0,180,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,81920,65536,4194304.0,10240.0,2015232,81920.0,2097152.0,589824,48.516129032258064,65536,1179648,81920,1327104,80.0,23680.0,194.06451612903226,3493.1612903225805,388.1290322580645,388.1290322580645,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.3824884792626726,630.0,4194304.0,1399.4666666666667,45.51111111111111,819.2,56.888888888888886,921.6,16.444444444444443,1183.2888888888888,455.1111111111111,0.05555555555555555,364.0888888888889,0.13476702508960572,2.425806451612903
128x128x128w16-16-34,128,128,128,16,16,34,16-16-34,00K,21504,16,4352,34,4352,4352,256,544,78496,2048,16,8704,8,8,4,2048,0,256,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262144,65536,131072,4194304.0,8192.0,2031616,65536.0,2097152.0,1048576,16.217194570135746,131072,1048576,65536,1245184,256.0,36864.0,129.73755656108597,1037.9004524886877,129.73755656108597,129.73755656108597,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.316742081447964,896.0,4194304.0,992.0,64.0,512.0,32.0,608.0,18.0,1024.0,256.0,0.125,512.0,0.06334841628959276,0.5067873303167421
128x128x128w16-16-36,128,128,128,16,16,36,16-16-36,00K,22528,16,4608,36,4608,4608,256,576,77472,2048,16,9216,8,8,4,2048,0,256,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262144,65536,131072,4194304.0,8192.0,2031616,65536.0,2097152.0,1048576,17.066666666666666,131072,1048576,65536,1245184,256.0,36864.0,136.53333333333333,1092.2666666666667,136.53333333333333,136.53333333333333,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.438095238095238,896.0,4194304.0,992.0,64.0,512.0,32.0,608.0,18.0,1024.0,256.0,0.125,512.0,0.06666666666666667,0.5333333333333333
128x128x128w15-32-29,128,128,128,15,32,29,15-32-29,M0K,29488,32,7424,29,3480,7424,256,232,70512,3840,15,14848,9,4,5,1440,0,180,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212992,81920,65536,4194304.0,10240.0,2015232,81920.0,2097152.0,589824,28.321839080459768,65536,1179648,81920,1327104,80.0,23680.0,113.28735632183907,2039.1724137931033,226.57471264367817,226.57471264367814,262144.0,1835008.0,262144.0,2097152.0,2097152.0,1.3908045977011496,630.0,4194304.0,1399.4666666666667,45.51111111111111,819.2,56.888888888888886,921.6,16.444444444444443,1183.2888888888888,455.1111111111111,0.05555555555555555,364.0888888888889,0.07867177522349936,1.4160919540229884
128x128x128w16-16-39,128,128,128,16,16,39,16-16-39,00K,24064,16,4992,39,4992,4992,256,624,75936,2048,16,9984,8,8,4,2048,0,256,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262144,65536,131072,4194304.0,8192.0,2031616,65536.0,2097152.0,1048576,21.482517482517483,131072,1048576,65536,1245184,256.0,36864.0,171.86013986013987,1374.881118881119,171.86013986013987,171.86013986013987,262144.0,1835008.0,262144.0,2097152.0,2097152.0,3.068931068931069,896.0,4194304.0,992.0,64.0,512.0,32.0,608.0,18.0,1024.0,256.0,0.125,512.0,0.08391608391608392,0.6713286713286714
128x128x128w16-16-38,128,128,128,16,16,38,16-16-38,00K,23552,16,4864,38,4864,4864,256,608,76448,2048,16,9728,8,8,4,2048,0,256,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262144,65536,131072,4194304.0,8192.0,2031616,65536.0,2097152.0,1048576,19.24812030075188,131072,1048576,65536,1245184,256.0,36864.0,153.98496240601503,1231.8796992481202,153.98496240601503,153.98496240601503,262144.0,1835008.0,262144.0,2097152.0,2097152.0,2.7497314715359824,896.0,4194304.0,992.0,64.0,512.0,32.0,608.0,18.0,1024.0,256.0,0.125,512.0,0.07518796992481203,0.6015037593984962
